word,phonetic,translation,exchange,derivatives,collins,frq,tag
weightlessness,,[化] 失重 / [医] 失重[状态],,,,22320,
weighty,'weiti,"a. 重的, 有份量的, 沉重的, 重大的, 严肃的 / [法] 有影响力的, 重要的, 重的",r:weightier/t:weightiest,"weightier,weightily,weightiness",1,13923,
weir,wiә,"n. 堰, 鱼梁 / [化] 堰",s:weirs,weirs,1,0,
weird,wiәd,"a. 怪异的, 超自然的, 不可思议的 / n. 命运, 预言, 符咒",,"weirder,weirdest,weirdly,weirdness,weirds",2,3632,ky toefl ielts gre
weirdly,,adv. 古怪地,,,,21307,
weirdness,,n. 命运；不可思议；离奇,,,,23257,
weirdo,ˈwɪədəʊ,"n. 古怪的人, 奇怪的人",s:weirdos,weirdos,,22439,
welcome,'welkәm,"n. 欢迎, 欢迎词 / a. 受欢迎的, 可随意的, 可喜的 / vt. 欢迎, 接待 / interj. 欢迎",d:welcomed/p:welcomed/3:welcomes/i:welcoming/s:welcomes,"welcomed,welcomely,welcomeness,welcomer,welcomes,welcoming",4,1545,zk gk
welcoming,ˈwelkəmɪŋ,v. 欢迎( welcome的现在分词 ); 迎接; 乐于接受; 希望有,0:welcome/1:i/i:welcoming,,,10745,
weld,weld,"n. 焊接处, 焊接 / vt. 焊接, 使密接, 使结合, 使成整体 / vi. 焊牢",d:welded/p:welded/i:welding/s:welds/3:welds,"weldable,welded,welder,welding,weldless,weldment,weldor,welds",1,15095,cet4 cet6 ky toefl ielts gre
welded,,v. 焊接；使结合（weld的过去分词）,0:weld/1:dp/d:welded/p:welded,,,24777,
welder,'weldә,n. 焊接工 / [化] 焊机,s:welders,welders,,17463,
welding,'weldiŋ,"a. 焊的 / [机] 熔接, 焊接, 锻接",0:weld/1:i/i:welding,,,15364,
welfare,'welfєә,"n. 福利, 安宁, 幸福, 福利事业 / a. 福利的",,"welfares,welfaring,welfarism,welfarist",3,1933,gk cet4 cet6 ky toefl ielts
welfare state,,福利国家 / [经] 福利国家,,,1,0,
well,wel,"n. 井, 泉水, 源泉, 好 / v. 涌出 / a. 健康的, 良好的, 适宜的, 恰当的 / adv. 很好地, 适当地, 好意地, 很, 完全 / interj. 好啦",s:wells/i:welling/p:welled/3:wells/d:welled,"welled,weller,welling,wellness,wells",2,100,zk gk toefl
well done,wel dʌn,做得不错,,,1,0,
well known,wel nəʊn,众所周知的; 出名的,,,,0,
well-balanced,wel'bælәnst,"a. 匀称的, 营养成分均衡的, 神志健全的, 明智的, 通情达理的 / [计] 良平衡的",,,1,0,
well-being,'welbiiŋ,"a. 安宁的, 康乐的",i:well-being/0:well-being/1:i,,2,0,toefl
well-defined,'weldi'faind,"a. 定义明确的, 明确的",,,1,0,
well-dressed,,a. 穿得很体面的,,,1,0,
well-established,'weli'stæbliʃt,a. 得到确认的；固定下来的,0:well-establish/1:dp,,1,0,
well-groomed,,"a. 穿得考究的, 十分整洁的, 穿着考究的",,,,0,gre
well-informed,,"a. 消息灵通的, 博识的, 见闻广博的",0:well-inform/1:p,,1,0,
well-known,,"a. 众所周知的, 有名的",,,,0,cet4 cet6
well-meaning,,"a. 善意的, 出自好意的, 好心的",,,1,0,
well-off,,"a. 境遇好的, 手头宽裕的",,,1,0,
well-paid,,"a. 高工资的, 报酬优厚的 / [经] 高工资的, 报酬优厚的",,,1,0,
well-to-do,,"a. 富有的, 小康的, 富裕的",,,1,0,
wellhead,'welhed,"n. 水源, 泉源",s:wellheads,wellheads,,26624,
wellness,'welnis,n. 健康,,,,12890,
wellspring,'welspriŋ,"n. 水源, 泉源",s:wellsprings/i:wellspring/0:wellspring/1:i,wellsprings,,22113,
Welsh,welʃ,"a. 威尔士的 / n. 威尔士人 / vi. 赖赌帐, 逃避责任",i:welshing/p:welshed/3:welshes/d:welshed,"welshed,welsher,welshes,welshing,welshism",,11996,gre
welt,welt,"n. 贴边, 鞭痕, 殴打 / vt. 加贴边, 鞭打",s:welts/p:welted/i:welting/3:welts/d:welted,"welted,welter,welting,welts",,18754,
welter,'weltә,"vi. 翻滚, 滚动, 沉溺, 浸湿, 起伏 / n. 翻滚, 汹涌, 混乱, 起伏, 重量级骑手",s:welters/3:welters/i:weltering/p:weltered/d:weltered,"weltered,weltering,welters",,23700,gre
welterweight,'weltәweit,"n. 次中量级拳击手, 次中量级摔交运动员",s:welterweights,welterweights,,26415,
wench,wentʃ,"n. 少妇, 乡下姑娘, 女仆 / vi. 私通, 嫖妓",s:wenches/i:wenching/p:wenched/3:wenches/d:wenched,"wenched,wencher,wenches,wenching",,26731,
wend,wend,"vi. 行, 走 / vt. 往",i:wending/p:wended/3:wends/d:wended,"wended,wender,wendic,wending,wends",,21367,
werewolf,'wә:wulf,"n. 狼人, 豺狼般的人",s:werewolves,,,20783,
wesleyan,'wezliәn,a. 卫斯理公会派的；约翰卫斯理的,s:wesleyans,"wesleyanism,wesleyans",,22334,
west,west,"n. 西方, 西部 / a. 西方的, 向西的 / adv. 向西, 自西方, 在西方",,"wester,westing,westly,westness",5,665,zk gk ielts
westerly,'westәli,"a. 向西的, 自西的 / adv. 向西, 往西, 自西 / n. 西风",s:westerlies,westerlies,,25979,
western,'westәn,"n. 西方人, 西部片, 西部小说 / a. 向西方的, 来自西方的, 西方的, 西洋的, 西部的",s:westerns,"westerner,westernise,westernism,westernize,westerns",,1079,zk gk ielts
westerner,,"n. 西方人, 西洋人",s:westerners,westerners,1,23903,gk ielts
westernized,ˈwestəˌnaɪzd,v. （使）西化( westernize的过去式和过去分词 ),p:westernized/0:westernized/1:p,,,23809,
westernmost,'westәnmәust,a. 最西的,,,,28516,
westward,'westwәd,n. 朝西的方向 / a. 向西的 / adv. 向西的,,"westwardly,westwards",,12556,cet4 cet6
westwards,'westwәdz,adv. 向西,,,,0,gk
wet,wet,"n. 湿气, 潮湿, 水分, 雨天 / a. 湿的, 潮的, 搞错的, 下雨的, 反对禁酒的 / vi. 变湿 / vt. 使...湿",d:wet/0:wet/1:dp/p:wet/r:wetter/i:wetting/t:wettest/s:wets/3:wets,"weter,wetly,wetness,wets,wetted,wetting",3,2471,zk gk
wetback,'wetbæk,n. <美口>“湿背人”(尤指非法进入美国的墨西哥人),,wetbacks,,32455,
wetland,'wetlænd,"n. 湿地, 沼泽地 / [经] 湿地",s:wetlands,wetlands,1,5790,ielts
wetly,'wetli,"adv. 潮湿地, 有湿气",,,,31676,
wetness,'wetnis,"n. 湿润, 下雨 / [机] 水蒸气湿度",,,,21214,
wetsuit,,n. 潜水服；防寒泳衣；湿式保暖服,s:wetsuits,wetsuits,,29220,
whack,hwæk,"vt. 猛击, 重打, 削减 / vi. 重击 / n. 重击, 重打",p:whacked/3:whacks/i:whacking/d:whacked/s:whacks,"whacked,whacker,whacking,whacks",1,11376,
whacked,hwækt,a. 疲惫不堪的,0:whack/1:pd/d:whacked/p:whacked,,,24995,
whale,hweil,"n. 鲸 / vi. 捕鲸 / vt. 使惨败, 猛揍",s:whales/i:whaling/p:whaled/3:whales/d:whaled,"whaled,whaler,whales,whaling",2,4232,zk gk cet4 cet6 ky toefl
whaler,'hweilә,"n. 捕鲸者, 捕鲸船",s:whalers,whalers,,22682,
whales,hweilz,"n. 鲸, 鲸鱼( whale的名词复数 )",1:s3/0:whale,,,0,ielts
whaling,'(h)weiliŋ,n. 捕鲸,0:whale/1:i/i:whaling,,1,15560,
wham,hwæm,n. 重打声 / v. 重打,d:whammed/p:whammed/i:whamming/3:whams,"whammed,whamming,whams",,18683,
whammy,'wæmi,"n. 吉祥物, 晦气",s:whammies,whammies,,22678,
wharf,hwɒ:f,"n. 码头 / vt. 卸在码头上, 靠码头 / vi. 靠码头, 入坞",s:wharves/i:wharfing/p:wharfed/3:wharfs/d:wharfed,"wharfed,wharfing,wharfs",2,17288,cet6
what,hwɒt,"pron. 什么 / interj. 怎么, 多么 / a. 什么的 / adv. 到什么程度",,,5,34,zk gk
whatever,hwɒt'evә,pron. 无论什么,,,4,776,zk gk cet4 cet6 ky ielts
whatnot,'hwɒtnɒt,n. 放古董的架子,s:whatnots/d:whatnotted,"whatnots,whatnotted",,20676,
whatsoever,.hwɒtsәu'evә,pron. 无论什么,,,2,6109,cet4 ky
wheat,hwi:t,n. 小麦,s:wheats,"wheater,wheatless,wheats",2,4479,zk gk cet4 cet6 ky toefl
wheedle,'hwi:dl,"vt. 以甜言蜜语诱惑, 用甜言蜜语骗 / vi. 用甜言蜜语哄骗",p:wheedled/3:wheedles/i:wheedling/d:wheedled,"wheedled,wheedler,wheedles,wheedling",,27751,toefl gre
wheedling,ˈhwi:dlɪŋ,"v. 骗取（某物）, 哄骗（某人干某事）( wheedle的现在分词 )",0:wheedle/1:i/i:wheedling,,,33052,
wheel,hwi:l,"n. 轮子, 车轮, 轮, 方向盘, 旋转, 机构, 重要人物 / vt. 使旋转, 转动, 使转向 / vi. 旋转, 转弯, 盘旋",s:wheels/p:wheeled/i:wheeling/d:wheeled/3:wheels,"wheeled,wheeler,wheeling,wheelless,wheels",3,1999,zk gk cet4 cet6 ky ielts
wheelbarrow,'hwi:l.bærәu,"n. 手推车, 独轮车",s:wheelbarrows/i:wheelbarrowing/p:wheelbarrowed/3:wheelbarrows/d:wheelbarrowed,"wheelbarrowed,wheelbarrowing,wheelbarrows",,16826,
wheelbase,'hwi:lbeis,n. 轴距,,wheelbases,,21347,
wheelchair,'hwi:l.tʃєә,n. 轮椅,s:wheelchairs,wheelchairs,2,4598,
wheeled,hwi:ld,a. 有轮的；轮式的,0:wheel/1:pd/p:wheeled/d:wheeled,,,22074,
wheelhouse,'hwi:lhaus,"n. 舵手室, 驾驶室",,wheelhouses,,25894,
wheelie,ˈwi:li,n. 自行车前轮离地平衡特技,,wheelies,,29115,
wheeling,'hwi:liŋ,n. 旋转；道路的行车鉴定,0:wheel/1:i/s:wheelings/i:wheeling,wheelings,,31319,
wheels,'hwi:ls,n. 旋转；车轮（wheel的复数）,0:wheel/1:s3,,,0,ielts
wheeze,hwi:z,"vi. 喘气 / vt. 喘息着说 / n. 喘气声, 喘息",i:wheezing/p:wheezed/s:wheezes/3:wheezes/d:wheezed,"wheezed,wheezes,wheezing",1,14426,
wheezy,'hwi:zi,a. 气喘的,r:wheezier,"wheezier,wheezily,wheeziness",,31666,
whelm,'hwelm,"vt. 用...覆盖, 压倒, 淹没 / vi. 覆盖, 淹没",p:whelmed/3:whelms/i:whelming/d:whelmed,"whelmed,whelming,whelms",,0,gre
whelp,hwelp,n. 小狗 / v. 下崽,d:whelped/i:whelping/3:whelps/p:whelped/s:whelps,"whelped,whelping,whelps",,41787,gre
when,hwen,"conj. 当...的时候 / adv. 何时, 什么时候 / pron. 什么时侯 / n. 时间",,,5,57,zk gk
whence,(h)wens,"adv. 从何处, 出于什么原因, 从哪个 / n. 来处, 根源",,,1,17756,
whenever,hwen'evә,"conj. 每当 / adv. 不论何时, 每逢",,,3,2314,zk gk cet4 cet6 ky
where,hwєә,adv. 在哪里 / pron. 哪里 / n. 地点,,"whereness,wheres",5,169,zk gk
whereabouts,'hwєәrә.bauts,"n. 下落, 所在之处 / adv. 在何处",s:whereabouts/0:whereabouts/1:s,,1,11164,
whereas,hwєәr'æz,"conj. 然而, 鉴于 / [法] 考虑到, 鉴于, 就...而论",,whereases,3,2731,cet4 cet6 ky toefl ielts
whereby,(h)weә'bai,"adv. 靠什么, 如何, 为何, 靠那个, 因此, 由此 / [法] 因此, 由是",,,2,8497,cet6 ielts
wherefore,'hwєәfɒ:,"conj. 为此, 因此 / adv. 为此 / n. 理由, 原因",s:wherefores,wherefores,,30854,
wherein,hwєәr'in,"adv. 在哪方面, 在那方面",,,1,12003,
whereof,hwєәr'ɒv,"adv. 关于什么, 关于那事",,,,31763,
whereupon,",(h)weәrә'pɔn","conj. 因此, 于是",,,1,17007,
wherever,hwєәr'evә,adv. 无论哪里,,,2,3710,gk cet4 cet6 ky
wherewithal,'hwєәwiðɒ:l,"n. 必要的资金 / [法] 必要的方法, 必要物",,,,19295,
whet,hwet,"n. 磨, 开胃小吃 / vt. 磨, 磨快, 刺激, 促进",d:whetted/p:whetted/i:whetting/3:whets,"whets,whetted,whetting",,19708,gre
whether,'hweðә,"conj. 是否, 不论 / pron. 两个中的哪一个",,whethering,5,321,zk gk
whey,hwei,n. 乳清 / [化] 乳清,s:wheys,wheys,,26873,
which,hwitʃ,"pron. 哪一个, 那一个",,whicher,5,58,zk gk
whichever,hwitʃ'evә,"pron. 无论那一个, 任何一个",,,1,10672,gk cet4 cet6 ky
whiff,hwif,"n. 一吹, 一吸, 一阵, 一点点, 一口烟 / vi. 轻轻地吹, 喷气, 三击不中出局, 垂钓 / vt. 吹送, 喷出, 吸, 使三击不中出局",s:whiffs/p:whiffed/i:whiffing/3:whiffs/d:whiffed,"whiffed,whiffer,whiffing,whiffs",1,12029,gre
Whig,(h)wi^,n. 辉格党,s:whigs,whigs,1,26582,
while,hwail,"n. 一会儿, (一段)时间 / conj. 当...的时候, 虽然 / vt. 消磨",,"whiled,whiles,whiling",4,153,zk gk
whilst,wailst,"conj. 当...的时候, 和...同时, 虽然, 只要, 然而, 而, 尽管",,,3,18717,cet4 cet6 ielts
whim,hwim,"n. 一时的兴致, 冲动, 怪念头, 绞盘",s:whims,whims,1,10044,toefl gre
whimper,'hwimpә,"n. 抽泣, 呜咽, 啜泣, 哭诉 / vi. 呜咽, 啜泣, 抽噎地哭 / vt. 呜咽着说, 啜泣着说",p:whimpered/i:whimpering/s:whimpers/3:whimpers/d:whimpered,"whimpered,whimperer,whimpering,whimpers",1,13999,
whimsical,'hwimzikl,"a. 怪念头多的, 反复无常的, 古怪的, 异想天开的",,"whimsicality,whimsically,whimsicalness",1,13075,gre
whimsically, -kli,adv. 异想天开地; 反复无常地; 古怪地; 奇形怪状地,,,,30585,
whimsy,'hwimzi,"n. 怪念头, 离奇的东西, 反复无常, 绞盘",s:whimsies,"whimsied,whimsies",,19674,gre
whine,hwain,"n. 哀叫声, 嘎嘎声, 哀鸣 / vi. 哭诉, 嘎嘎响, 发呜呜声 / vt. 哀诉",i:whining/p:whined/s:whines/3:whines/d:whined,"whined,whiner,whines,whining",1,7913,gre
whiner,,"n. 哀呜者, 哀诉者, 嘀咕者",s:whiners,whiners,,24303,
whinge,wɪndʒ,vi. 喋喋不休地抱怨; 哭诉 / n. 抱怨不止,i:whingeing/p:whinged/s:whinges/d:whinged/3:whinges,"whinged,whinger,whinges,whinging",1,0,
whining,hwaɪnɪŋ,"v. 哀号( whine的现在分词 ); 哀诉, 诉怨",0:whine/1:i/i:whining/s:whinings,"whiningly,whinings",,20610,
whinny,'hwini,n. 马嘶声 / vi. 嘶 / vt. 带着嘶声说,p:whinnied/i:whinnying/s:whinnies/3:whinnies/d:whinnied,"whinnied,whinnies,whinnying",,31093,
whiny,"'waini, 'hwaini","a. 好发牢骚的, 嘀咕不停的,烦躁的",,,,25923,
whip,hwip,"n. 鞭子, 抽打, 车夫, 搅拌器 / vt. 鞭打, 搅拌, 煽动, 召集, 仓促制成 / vi. 拍击, 急走, 抽打",s:whips/p:whipped/i:whipping/d:whipped/3:whips,"whipless,whipped,whipping,whips",3,4254,cet4 cet6 ky ielts
whiplash,'hwiplæʃ,"n. 鞭子的顶端, 鞭绳",p:whiplashed/s:whiplashes/3:whiplashes,"whiplashed,whiplashes",,26541,
whipped,hwipt,a. 受到鞭打的,0:whip/1:pd/d:whipped/p:whipped,,,12728,
whipping,'hwipiŋ,"n. 鞭打, 缚扎用的绳索, 笞刑 / [法] 笞刑, 惩罚, 用以捆缚的绳索",0:whip/1:i/s:whippings/i:whipping,whippings,,22927,
whir,hwә:,"n. 呼呼声, 飕飕声 / vi. 作呼呼声, 发飕飕声 / vt. 使呼呼响",p:whirred/i:whirring/3:whirs/d:whirred,"whirly,whirred,whirring,whirs",,18084,toefl
whirl,hwә:l,"n. 回旋, 旋转, 急走, 眩晕 / vt. 使旋转, 使回旋, 卷走 / vi. 回旋, 旋转, 急走, 发晕",p:whirled/i:whirling/3:whirls/d:whirled/s:whirls,"whirled,whirler,whirling,whirls",1,8035,cet4 cet6 ky ielts
whirling,,v. 旋转；眩晕；卷走；疾走（whirl的ing形式）,0:whirl/1:i/i:whirling/s:whirlings,whirlings,,22200,
whirlpool,'hwә:lpu:l,"n. 漩涡, 涡流 / [化] 涡流",s:whirlpools/p:whirlpooled,"whirlpooled,whirlpools",1,16038,gre
whirlwind,'hwә:lwind,n. 旋风,s:whirlwinds,whirlwinds,1,12458,
whirr,hwә:,"vi. 发呼呼声, 作飕飕声, 作呼呼声 / vi.vt. 呼呼地飞 / n. 呼呼声, 嗡嗡声, 飕飕声, 匆忙, 熙攘, 纷乱",s:whirrs/i:whirring/p:whirred/3:whirs/d:whirred,"whirred,whirring,whirrs",,32745,
whirring,hwɜ:ɪŋ,"v. 呼呼作声地飞（或转）, 作呼呼声( whir的现在分词 ); 使呼呼地飞（或转）, 呼地一声把…带走; 呼呼声( whirr的现在分词 )",0:whir/1:i/i:whirring/s:whirrings,whirrings,,31207,
whisk,hwisk,"n. 掸, 扫帚, 毛掸子, 搅拌器, 拂 / vt. 扫, 拂, 挥动, 迅速移动, 搅拌 / vi. 飞奔",d:whisked/p:whisked/i:whisking/3:whisks/s:whisks,"whisked,whisker,whisking,whisks",2,6314,
whisker,'hwiskә,"n. 腮须, 胡须, 一丝儿 / [化] 晶须",s:whiskers,"whiskered,whiskering,whiskerless,whiskers",1,13794,cet6
whiskered,ˈwɪskəd,a. 有须的,,,,32246,
whiskey,'hwiski,n. 威士忌酒 / a. 威士忌酒的,s:whiskeys,whiskeys,1,7021,
whisky,'hwiski,"n. 威士忌酒, 轻便马车 / [化] 威士忌酒",s:whiskies,whiskies,2,17204,cet4 cet6 ky
whisper,'hwispә,"n. 耳语, 密谈, 谣传, 沙沙声 / vi. 耳语, 密谈, 沙沙地响 / vt. 低声说",p:whispered/i:whispering/s:whispers/3:whispers/d:whispered,"whispered,whisperer,whispering,whispers",3,2446,gk cet4 cet6 ky gre
whispered,'wɪspəd,"a. <医>耳语的, 低语的 / v. 低声说( whisper的过去式和过去分词 ); 私语; 小声说; 私下说",0:whisper/1:pd/p:whispered/d:whispered,,,18975,
whisperer,,"n. 低语者, 窃窃私语的人, 传播谣言的人",s:whisperers,whisperers,,30241,
whispering,'(h)wispәriŋ,"n. 低语, 私语, 耳语, 流言, 谣言, 沙沙声, 飒飒声 / a. 传播流言蜚语的",0:whisper/1:i/s:whisperings/i:whispering,"whisperingly,whisperings",,25252,
whispery,'(h)wispәri,a. 轻声的,,,,29718,
whistle,'hwisl,"n. 口哨, 汽笛, 啸啸声, 口哨声 / vi. 吹口哨, 鸣汽笛, 发嘘嘘声 / vt. 用口哨或吹哨传意, 用口哨演奏",p:whistled/i:whistling/s:whistles/3:whistles/d:whistled,"whistlable,whistleable,whistled,whistler,whistles,whistling",2,6463,gk cet4 cet6 ky ielts gre
whistling,'hwisliŋ,"n. 吹哨, 吹笛；鸣汽笛",0:whistle/1:i/i:whistling,,,17979,
whit,hwit,"n. 些微, 一点点",p:whited/s:whits,"whited,whiter,whitest,whiting,whits",,19851,toefl gre
white,hwait,"n. 白色, 洁白, 眼白, 白种人, 蛋白 / a. 白色的, 纯洁的, 白种的, 苍白的, 空白的, 幸运的",s:whites/r:whiter/i:whiting/p:whited/3:whites/d:whited,"whited,whitely,whiteness,whiter,whites,whitest,whiting",5,301,zk gk
White Paper,,白皮书；白纸,,,2,0,
white-collar,'wait'kɔlә,a. 白领阶层的,,,1,0,
whiteboard,'hwaitbɔ:d,n. 白色书写板,s:whiteboards,whiteboards,,29163,
whitecaps,ˈwaɪtkæps,"n. 白帽队队员, 浪端的白泡沫( whitecap的名词复数 )",0:whitecap/1:3s,,,27360,
whitefish,'hwaitfiʃ,"n. 白鲑, 白鲸",,,,24990,
whitefly,'hwaitflai,n. [昆]粉虱,s:whiteflies,whiteflies,,30017,
Whitehall,'waithɔ:l,"n. 白厅, 英国政府",,,2,0,
whiten,'hwaitn,"vt. 使白, 漂白 / vi. 变白",p:whitened/i:whitening/d:whitened/3:whitens,"whitened,whitener,whitening,whitens",,20372,
whiteness,'hwaitnis,"n. 白, 苍白, 洁白 / [化] 白度",,,,12736,
whitetail,'waitteil,n. 白尾鹿,,,,14480,
whitewash,'hwaitwɒʃ,"n. 白色涂料, 粉饰, 得零分的惨败",d:whitewashed/p:whitewashed/i:whitewashing/s:whitewashes/3:whitewashes,"whitewashed,whitewasher,whitewashes,whitewashing",1,20142,cet4 cet6 ky
whitewashed,ˈhwaɪtˌwɔʃt,"v. 粉饰, 美化, 掩饰( whitewash的过去式和过去分词 )",0:whitewash/1:dp/p:whitewashed/d:whitewashed,,,20840,
whitey,'hwaiti,n. 白人社会,s:whiteys,whiteys,,29937,
whither,'hwiðә,adv. 到哪里,,,,25849,
whiting,'hwaitiŋ,"n. 白粉, 白垩 / [医] 白粉, 精制碳酸钙",1:i/0:white/s:whitings,whitings,,25155,
whitish,'hwaitiʃ,"a. 发白的, 带白色的",,whitishness,,24087,
whittle,'hwitl,"vt. 逐渐削薄, 削整, 削弱, 削减 / vi. 削木头 / n. 大刀, 屠刀",d:whittled/p:whittled/i:whittling/3:whittles/s:whittles,"whittled,whittler,whittles,whittling",1,15062,toefl gre
whiz,hwiz,"n. 飕飕声, 精明的人, 专家 / v. (使)飕飕作声",i:whizzing/p:whizzed/3:whizzes/d:whizzed/s:whizzes,"whizzed,whizzing",,16509,
whizz,hwiz,"n. 飕飕声, 精明的人, 专家 / v. (使)飕飕作声",i:whizzing/p:whizzed/d:whizzed/3:whizzes,"whizzed,whizzer,whizzes,whizzing",1,17799,
who,hu:,pron. 谁,,whos,5,38,zk gk
whoa,wәu,"int. 惊叹声, 停止",,,,7334,
whodunit,hu:'dʌnit,"n. 侦探小说, 惊险刺激读物",s:whodunits,whodunits,,28380,
whoever,hu'evә,"pron. 任何人, 无论谁",,,2,4240,cet4 cet6 ky
whole,hәul,"n. 全部, 全体, 整体, 完全之体系 / a. 所有的, 完整的, 完全的, 纯粹的",s:wholes,"wholeness,wholes,wholism,wholly",5,467,zk gk cet4 cet6 ky
wholehearted,'hәul'hɑ:tid,"a. 一心一意的, 诚恳的",,"wholeheartedly,wholeheartedness",1,26982,
wholeheartedly,,"adv. 全心全意地, 全神贯注地",,,,15750,
wholemeal,ˈhəʊlmi:l,n. 全麦面粉,,,1,0,
wholeness,'hәulnis,"n. 全体, 一切, 完全",,,,16016,
wholesale,'hәulseil,"n. 批发 / a. 批发的, 大规模的 / adv. 大规模, 照批发方式 / vi. 经营批发业, 批发 / vt. 批发",i:wholesaling/p:wholesaled/3:wholesales/d:wholesaled,"wholesaled,wholesaler,wholesales,wholesaling",2,7240,toefl ielts
wholesaler,'hәulseilә,n. 批发商 / [经] 批发商,s:wholesalers,wholesalers,1,13985,toefl
wholesome,'hәulsәm,"a. 有益健康的, 合乎卫生的, 健全的, 有益的, 有生气的, 审慎的",,"wholesomely,wholesomeness",1,12893,cet6 ky toefl ielts gre
wholly,'hәuli,"adv. 完全地, 整个, 统统, 全部 / [法] 完全地, 统统地",,,2,6835,cet4 cet6 ky
whom,hu:m,pron. 谁,,,4,1018,zk gk
whomever,ˌhu:mˈevə(r),"pron. （作动词或介词的宾语时, 有时候用来替代whoever）",,,,15288,
whoop,hwu:p,"n. 大叫, 呐喊, 一点点 / vi. 叫喊, 鸣叫 / vt. 高声说, 唤起",s:whoops/i:whooping/p:whooped/r:whooper/d:whooped/3:whoops,"whooped,whooper,whooping,whoops",1,17648,
whooping,'hu:piŋ,a. 高喊声的,0:whoop/1:i,,,30622,
whoops,hwu:ps,interj. 哎哟,1:s3/0:whoop,,,24469,
whoosh,hwu:ʃ,n. 飞快移动 / v. (使)嗖嗖地飞快移动,i:whooshing/p:whooshed/3:whooshes/s:whooshes/d:whooshed,"whooshed,whooshes,whooshing",,20960,
whopper,'hwɒpә,"n. 特大之物, 弥天大谎",s:whoppers,whoppers,,22738,
whopping,'hwɒpiŋ,"a. 巨大的, 天大的 / adv. 非常地",i:whopping/0:whopping/1:i,,,12747,
whore,hɒ:,n. 娼妓 / vi. 卖淫,s:whores/i:whoring/d:whored/p:whored/3:whores,"whored,whores,whoring,whorly",1,8725,
whorehouse,'hɒ:haus,n. 妓院,s:whorehouses,whorehouses,,24881,
whorl,hwә:l,"n. 轮生体, 螺层, 螺旋状物, 涡 / vt. 使成涡漩",s:whorls/p:whorled,"whorled,whorler,whorls",,22923,
whose,hu:z,pron. 谁的,,,5,527,zk gk
why,hwai,"adv. 为什么 / n. 原因, 理由",,,5,158,zk gk
wick,wik,"n. 灯芯, 油绳",s:wicks,"wicked,wicker,wicking,wicks",,17490,gre
wicked,'wikid,"a. 坏的, 邪恶的, 缺德的, 刻毒的, 恶劣的, 淘气的",,"wickeder,wickedest,wickedly,wickedness",2,7732,cet4 cet6 ky ielts gre
wickedly,'wɪkɪdlɪ,"adv. 坏透地, 不愉快地, 顽皮地",,,,21917,
wickedness,'wikidnis,"n. 邪恶, 不道德",s:wickednesses,wickednesses,,21506,
wicker,'wikә,n. 柳条 / a. 柳条编的,,"wickered,wickers",1,11690,
wicket,'wikit,"n. 小门, 腰门, 售票窗",s:wickets,wickets,3,27333,
wicking,'wikiŋ,n. 灯芯材料 / [电] 线束,,,,32438,
wide,waid,"a. 宽的, 广阔的, 普遍的, 宽阔的, 广泛的, 一般的 / adv. 广阔地, 遍及各处地, 广泛地 / n. 大千世界",r:wider/t:widest,"widely,wideness,wider,wides,widest",5,940,zk gk ielts
wide-eyed,,"a. 睁大眼睛的, 非常吃惊的, 天真的",,,1,0,
wide-ranging,ˈwaɪdˈreɪndʒɪŋ,a. 范围或内容广泛的,,,1,0,
widely,'waidli,adv. 广泛地,,,,2175,cet4 cet6
widen,'waidn,"vt. 弄宽, 加宽, 扩大 / vi. 变宽, 扩大",d:widened/p:widened/i:widening/3:widens,"widened,widener,widening,widens",2,5456,cet4 cet6
widening,'waidniŋ,"[计] 拓宽, 拓展",0:widen/1:i/i:widening/s:widenings,widenings,,14378,
widespread,'waidspred,"a. 充分伸展的, 广布的, 普及的, 流传广的",,widespreader,3,3282,gk cet4 cet6 ky toefl
widget,'widʒit,n. 装饰物；小机械；未定名的主要新产品,s:widgets,widgets,,23483,
widow,'widәu,"n. 寡妇, 孀妇 / vt. 使成寡妇",s:widows/d:widowed/p:widowed/i:widowing/3:widows,"widowed,widower,widowhood,widowing,widowly,widows",2,4691,cet4 cet6 ky toefl
widowed,,"a. 丧偶的 / [法] 寡居的, 鳏居的",0:widow/1:dp/d:widowed/p:widowed,,1,14166,
widower,'widәuә,n. 鳏夫 / [法] 鳏夫,s:widowers,"widowered,widowerhood,widowers",,15702,
widowhood,'widәuhud,"n. 寡妇身分, 守寡",,,,27297,
width,widθ,"n. 宽度, 宽广, 广博 / [医] 宽度",s:widths,widths,1,6752,cet4 cet6 ky ielts
wield,wi:ld,"vt. 挥舞, 运用",i:wielding/p:wielded/3:wields/d:wielded,"wielded,wielder,wielding,wields",1,7460,cet6 toefl ielts gre
wiener,'vi:nә,n. <美>=frankfurter,s:wieners,wieners,,29215,
wife,waif,"n. 妻子, 太太, 夫人 / [法] 妻子, 已婚妇女",s:wives,"wifehood,wifeless,wifely,wifes",5,466,zk gk
wifely,'waifli,"a. 妻的, 像妻的, 适于妻子的",,wifeliness,,30631,
wig,wig,"n. 假发, 斥责 / vt. 给...戴假发, 激怒, 使发狂 / vi. 激动, 发狂",s:wigs/i:wigging,"wigged,wigging,wigless,wigs",2,8616,gre
